# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2021-01-01T00:00:00.0
# Date end (ISO 8601): 2024-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 56.0000
# Longitude (positive East, ISO 19115): -1.6000
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2024-01-17
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-11-11T23:00:00.0/2022-11-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T00:00:00.0/2022-11-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T01:00:00.0/2022-11-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T02:00:00.0/2022-11-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T03:00:00.0/2022-11-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T04:00:00.0/2022-11-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T05:00:00.0/2022-11-12T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T06:00:00.0/2022-11-12T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T07:00:00.0/2022-11-12T08:00:00.0;6.3041;1.8074;0.3353;1.4722;10.4819;0.2259;0.0000;0.2259;0.0000;0.8667
2022-11-12T08:00:00.0/2022-11-12T09:00:00.0;122.5035;57.6533;31.6287;26.0246;324.3570;7.1976;0.0000;7.1976;0.0000;0.5917
2022-11-12T09:00:00.0/2022-11-12T10:00:00.0;252.7785;146.8961;100.6372;46.2589;548.4366;49.5328;6.3524;43.1803;29.9580;1.0000
2022-11-12T10:00:00.0/2022-11-12T11:00:00.0;341.9011;214.8978;157.5793;57.3185;639.8233;99.7352;5.8010;93.9341;24.0889;1.0000
2022-11-12T11:00:00.0/2022-11-12T12:00:00.0;383.7860;247.7534;184.6583;63.0951;668.8590;107.6897;1.9312;105.7586;7.0965;1.0000
2022-11-12T12:00:00.0/2022-11-12T13:00:00.0;375.5680;241.5590;179.6924;61.8667;665.0463;114.9211;2.6211;112.3000;9.7924;1.0000
2022-11-12T13:00:00.0/2022-11-12T14:00:00.0;317.7963;197.0885;143.4479;53.6405;626.0728;119.2946;14.7207;104.5739;67.2666;1.0000
2022-11-12T14:00:00.0/2022-11-12T15:00:00.0;214.3976;120.1586;80.3468;39.8118;512.7116;103.6949;42.5423;61.1526;268.3405;1.0000
2022-11-12T15:00:00.0/2022-11-12T16:00:00.0;72.6364;30.8085;14.9070;15.9015;198.2766;26.9543;5.8935;21.0608;98.0086;0.8083
2022-11-12T16:00:00.0/2022-11-12T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T17:00:00.0/2022-11-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T18:00:00.0/2022-11-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T19:00:00.0/2022-11-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T20:00:00.0/2022-11-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T21:00:00.0/2022-11-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T22:00:00.0/2022-11-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-12T23:00:00.0/2022-11-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T00:00:00.0/2022-11-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T01:00:00.0/2022-11-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T02:00:00.0/2022-11-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T03:00:00.0/2022-11-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T04:00:00.0/2022-11-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T05:00:00.0/2022-11-13T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T06:00:00.0/2022-11-13T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T07:00:00.0/2022-11-13T08:00:00.0;4.7570;1.1575;0.0436;1.1139;1.3082;0.1484;0.0000;0.1484;0.0000;0.8833
2022-11-13T08:00:00.0/2022-11-13T09:00:00.0;116.3933;46.1229;15.4848;30.6381;157.5101;5.9035;0.0000;5.9035;0.0000;0.5917
2022-11-13T09:00:00.0/2022-11-13T10:00:00.0;246.6141;127.6193;66.9292;60.6902;371.2281;30.2782;0.0004;30.2778;0.0019;1.0000
2022-11-13T10:00:00.0/2022-11-13T11:00:00.0;335.7436;194.5979;119.3586;75.2394;493.0409;82.9809;0.2072;82.7736;0.8364;1.0000
2022-11-13T11:00:00.0/2022-11-13T12:00:00.0;377.6966;228.6086;148.7691;79.8395;547.7019;95.9146;0.3447;95.5699;1.2646;1.0000
2022-11-13T12:00:00.0/2022-11-13T13:00:00.0;369.6034;222.5836;144.0303;78.5533;541.6774;102.0280;0.9363;101.0918;3.5221;1.0000
2022-11-13T13:00:00.0/2022-11-13T14:00:00.0;312.0052;177.4471;106.3994;71.0477;472.0769;78.5898;0.1533;78.4366;0.6951;1.0000
2022-11-13T14:00:00.0/2022-11-13T15:00:00.0;208.8169;102.8468;50.3817;52.4651;325.8419;59.1508;0.9625;58.1883;7.8687;1.0000
2022-11-13T15:00:00.0/2022-11-13T16:00:00.0;67.6430;24.1961;6.4845;17.7116;85.8081;23.1420;5.1734;17.9686;72.2695;0.8250
2022-11-13T16:00:00.0/2022-11-13T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T17:00:00.0/2022-11-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T18:00:00.0/2022-11-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T19:00:00.0/2022-11-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T20:00:00.0/2022-11-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T21:00:00.0/2022-11-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T22:00:00.0/2022-11-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-13T23:00:00.0/2022-11-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T00:00:00.0/2022-11-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T01:00:00.0/2022-11-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T02:00:00.0/2022-11-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T03:00:00.0/2022-11-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T04:00:00.0/2022-11-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T05:00:00.0/2022-11-14T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T06:00:00.0/2022-11-14T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T07:00:00.0/2022-11-14T08:00:00.0;3.4374;0.8377;0.0191;0.8186;0.4658;0.0987;0.0000;0.0987;0.0000;0.9000
2022-11-14T08:00:00.0/2022-11-14T09:00:00.0;110.3533;43.2377;12.0997;31.1380;128.2187;5.0951;0.0000;5.0951;0.0000;0.5000
2022-11-14T09:00:00.0/2022-11-14T10:00:00.0;240.5287;121.8709;54.6946;67.1763;310.8731;16.0214;0.0265;15.9949;0.1268;0.9667
2022-11-14T10:00:00.0/2022-11-14T11:00:00.0;329.6758;185.9780;98.2467;87.7312;413.5228;89.6556;2.9483;86.7073;12.4628;1.0000
2022-11-14T11:00:00.0/2022-11-14T12:00:00.0;371.7085;217.1789;120.4791;96.6998;450.9378;77.8154;0.0976;77.7178;0.3656;1.0000
2022-11-14T12:00:00.0/2022-11-14T13:00:00.0;363.7521;209.6487;112.4555;97.1933;429.7566;96.7316;1.1536;95.5780;4.4674;1.0000
2022-11-14T13:00:00.0/2022-11-14T14:00:00.0;306.3388;164.8086;77.4306;87.3781;349.2769;82.7753;0.6583;82.1169;3.0328;1.0000
2022-11-14T14:00:00.0/2022-11-14T15:00:00.0;203.3710;92.7834;31.7704;61.0129;208.7239;58.1376;1.3821;56.7556;10.7565;1.0000
2022-11-14T15:00:00.0/2022-11-14T16:00:00.0;62.9649;20.6828;3.1106;17.5722;42.1569;19.9590;2.5353;17.4237;35.9746;0.8333
2022-11-14T16:00:00.0/2022-11-14T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T17:00:00.0/2022-11-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T18:00:00.0/2022-11-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T19:00:00.0/2022-11-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T20:00:00.0/2022-11-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T21:00:00.0/2022-11-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T22:00:00.0/2022-11-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-14T23:00:00.0/2022-11-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T00:00:00.0/2022-11-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T01:00:00.0/2022-11-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T02:00:00.0/2022-11-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T03:00:00.0/2022-11-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T04:00:00.0/2022-11-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T05:00:00.0/2022-11-15T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T06:00:00.0/2022-11-15T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T07:00:00.0/2022-11-15T08:00:00.0;2.3403;0.6051;0.0465;0.5586;0.0000;0.4258;0.0009;0.4248;0.0000;0.9167
2022-11-15T08:00:00.0/2022-11-15T09:00:00.0;104.3862;46.7604;22.1992;24.5612;251.4607;32.9023;0.4429;32.4594;5.0174;0.5000
2022-11-15T09:00:00.0/2022-11-15T10:00:00.0;234.5254;132.9028;84.1124;48.7904;493.8844;82.7270;21.2059;61.5210;128.0401;0.9667
2022-11-15T10:00:00.0/2022-11-15T11:00:00.0;323.7008;198.3767;135.0312;63.3456;579.8666;44.9184;0.0285;44.8899;0.1306;1.0000
2022-11-15T11:00:00.0/2022-11-15T12:00:00.0;365.8250;229.1187;157.2923;71.8264;598.5337;58.6166;0.0113;58.6053;0.0426;1.0000
2022-11-15T12:00:00.0/2022-11-15T13:00:00.0;358.0174;222.4308;151.3756;71.0552;588.4588;44.7278;0.0186;44.7092;0.0766;1.0000
2022-11-15T13:00:00.0/2022-11-15T14:00:00.0;300.8001;179.2219;118.2801;60.9417;545.6769;87.0378;4.7923;82.2456;23.0953;1.0000
2022-11-15T14:00:00.0/2022-11-15T15:00:00.0;198.0627;104.7794;60.9829;43.7964;418.6168;59.3427;0.7653;58.5774;4.5248;1.0000
2022-11-15T15:00:00.0/2022-11-15T16:00:00.0;58.5422;22.8320;8.4253;14.4067;121.6294;17.1552;0.0816;17.0736;1.3008;0.8583
2022-11-15T16:00:00.0/2022-11-15T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T17:00:00.0/2022-11-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T18:00:00.0/2022-11-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T19:00:00.0/2022-11-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T20:00:00.0/2022-11-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T21:00:00.0/2022-11-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T22:00:00.0/2022-11-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-15T23:00:00.0/2022-11-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T00:00:00.0/2022-11-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T01:00:00.0/2022-11-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T02:00:00.0/2022-11-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T03:00:00.0/2022-11-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T04:00:00.0/2022-11-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T05:00:00.0/2022-11-16T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T06:00:00.0/2022-11-16T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T07:00:00.0/2022-11-16T08:00:00.0;1.4388;0.3589;0.0249;0.3340;0.0000;0.3589;0.0249;0.3340;0.0000;0.9417
2022-11-16T08:00:00.0/2022-11-16T09:00:00.0;98.4951;43.9433;21.3418;22.6015;251.2096;43.9433;21.3418;22.6015;251.2096;0.5000
2022-11-16T09:00:00.0/2022-11-16T10:00:00.0;228.6072;130.1864;82.8695;47.3169;499.4339;124.1835;73.2536;50.9299;450.0051;0.9667
2022-11-16T10:00:00.0/2022-11-16T11:00:00.0;317.8219;196.8022;132.9557;63.8465;581.8208;168.8985;85.7200;83.1785;372.8331;1.0000
2022-11-16T11:00:00.0/2022-11-16T12:00:00.0;360.0494;228.5067;153.8130;74.6937;594.9622;145.4657;39.3893;106.0764;153.9449;1.0000
2022-11-16T12:00:00.0/2022-11-16T13:00:00.0;352.4023;221.7025;145.3241;76.3784;574.0560;114.0208;20.0681;93.9528;80.9202;1.0000
2022-11-16T13:00:00.0/2022-11-16T14:00:00.0;295.3923;177.3201;109.3958;67.9243;513.5508;114.3591;19.3129;95.0462;95.0555;1.0000
2022-11-16T14:00:00.0/2022-11-16T15:00:00.0;192.8949;101.6378;52.0487;49.5890;364.3826;61.4662;4.8967;56.5695;39.1536;1.0000
2022-11-16T15:00:00.0/2022-11-16T16:00:00.0;54.3851;20.7312;5.5821;15.1491;80.7007;19.5631;3.8379;15.7252;51.1782;0.8667
2022-11-16T16:00:00.0/2022-11-16T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T17:00:00.0/2022-11-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T18:00:00.0/2022-11-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T19:00:00.0/2022-11-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T20:00:00.0/2022-11-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T21:00:00.0/2022-11-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T22:00:00.0/2022-11-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-16T23:00:00.0/2022-11-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T00:00:00.0/2022-11-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T01:00:00.0/2022-11-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T02:00:00.0/2022-11-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T03:00:00.0/2022-11-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T04:00:00.0/2022-11-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T05:00:00.0/2022-11-17T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T06:00:00.0/2022-11-17T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T07:00:00.0/2022-11-17T08:00:00.0;0.7752;0.1773;0.0027;0.1745;0.0000;0.0220;0.0000;0.0220;0.0000;0.9583
2022-11-17T08:00:00.0/2022-11-17T09:00:00.0;92.6829;37.1104;10.6522;26.4583;121.1639;4.5958;0.0000;4.5958;0.0000;0.5000
2022-11-17T09:00:00.0/2022-11-17T10:00:00.0;222.7774;119.7753;61.7451;58.0302;378.1173;42.9662;0.1588;42.8074;0.8696;0.9667
2022-11-17T10:00:00.0/2022-11-17T11:00:00.0;312.0424;187.7676;116.1274;71.6402;516.8024;28.8226;0.0362;28.7864;0.1798;1.0000
2022-11-17T11:00:00.0/2022-11-17T12:00:00.0;354.3849;222.0510;146.7841;75.2669;576.9088;54.8751;0.0005;54.8746;0.0021;1.0000
2022-11-17T12:00:00.0/2022-11-17T13:00:00.0;346.9101;216.4811;142.8236;73.6575;573.2739;73.7616;0.0104;73.7512;0.0427;1.0000
2022-11-17T13:00:00.0/2022-11-17T14:00:00.0;290.1182;171.8436;105.1938;66.6497;502.6741;43.1309;0.0012;43.1296;0.0054;1.0000
2022-11-17T14:00:00.0/2022-11-17T15:00:00.0;187.8701;96.5320;47.6374;48.8946;340.9019;47.5474;6.8805;40.6669;60.7028;1.0000
2022-11-17T15:00:00.0/2022-11-17T16:00:00.0;50.4823;18.4672;4.4642;14.0030;66.7344;18.0154;3.7102;14.3052;57.5537;0.8833
2022-11-17T16:00:00.0/2022-11-17T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T17:00:00.0/2022-11-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T18:00:00.0/2022-11-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T19:00:00.0/2022-11-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T20:00:00.0/2022-11-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T21:00:00.0/2022-11-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T22:00:00.0/2022-11-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-17T23:00:00.0/2022-11-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T00:00:00.0/2022-11-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T01:00:00.0/2022-11-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T02:00:00.0/2022-11-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T03:00:00.0/2022-11-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T04:00:00.0/2022-11-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T05:00:00.0/2022-11-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T06:00:00.0/2022-11-18T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-11-18T07:00:00.0/2022-11-18T08:00:00.0;0.3169;0.0682;0.0022;0.0660;0.0000;0.0088;0.0000;0.0088;0.0000;0.9750
2022-11-18T08:00:00.0/2022-11-18T09:00:00.0;86.9527;33.0953;8.5477;24.5477;100.3876;4.2674;0.0000;4.2674;0.0000;0.5000
2022-11-18T09:00:00.0/2022-11-18T10:00:00.0;217.0392;112.7405;55.6876;57.0529;348.7128;19.5534;0.0000;19.5534;0.0000;0.9667
2022-11-18T10:00:00.0/2022-11-18T11:00:00.0;306.3654;180.8967;113.2746;67.6220;513.0538;16.6386;0.0000;16.6386;0.0000;1.0000
2022-11-18T11:00:00.0/2022-11-18T12:00:00.0;348.8347;216.3795;150.9278;65.4516;602.7598;23.6706;0.0000;23.6706;0.0000;1.0000
2022-11-18T12:00:00.0/2022-11-18T13:00:00.0;341.5438;210.8105;148.1380;62.6725;604.0576;40.2338;0.0000;40.2338;0.0000;1.0000
2022-11-18T13:00:00.0/2022-11-18T14:00:00.0;284.9808;165.1587;105.7347;59.4240;514.1352;42.3692;0.0491;42.3201;0.2717;1.0000
