# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2021-01-01T00:00:00.0
# Date end (ISO 8601): 2024-01-02T00:00:00.0
# Latitude (positive North, ISO 19115): 56.0000
# Longitude (positive East, ISO 19115): -1.6000
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2024-01-17
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2021-12-15T01:00:00.0/2021-12-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T02:00:00.0/2021-12-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T03:00:00.0/2021-12-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T04:00:00.0/2021-12-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T05:00:00.0/2021-12-15T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T06:00:00.0/2021-12-15T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T07:00:00.0/2021-12-15T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T08:00:00.0/2021-12-15T09:00:00.0;7.7578;2.3355;0.6971;1.6384;20.3823;0.2988;0.0000;0.2988;0.0000;0.8417
2021-12-15T09:00:00.0/2021-12-15T10:00:00.0;107.4210;49.6449;30.0473;19.5976;366.2910;6.5934;0.0001;6.5933;0.0006;0.5917
2021-12-15T10:00:00.0/2021-12-15T11:00:00.0;202.4102;112.4132;80.6738;31.7394;556.7196;37.3390;0.0213;37.3177;0.1424;1.0000
2021-12-15T11:00:00.0/2021-12-15T12:00:00.0;252.2448;148.7991;112.0468;36.7524;623.9388;100.1780;10.5007;89.6773;57.4702;1.0000
2021-12-15T12:00:00.0/2021-12-15T13:00:00.0;253.5279;149.7015;112.2096;37.4919;621.6783;94.8864;7.8603;87.0260;42.9493;1.0000
2021-12-15T13:00:00.0/2021-12-15T14:00:00.0;206.1701;114.8325;81.1407;33.6918;549.7366;83.8279;8.6258;75.2021;62.3277;1.0000
2021-12-15T14:00:00.0/2021-12-15T15:00:00.0;113.3953;52.7498;30.8619;21.8879;357.9459;51.7528;27.5888;24.1640;329.3463;0.9083
2021-12-15T15:00:00.0/2021-12-15T16:00:00.0;10.3476;3.1842;0.8937;2.2905;25.8241;3.1842;0.8937;2.2905;25.8241;0.8083
2021-12-15T16:00:00.0/2021-12-15T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T17:00:00.0/2021-12-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T18:00:00.0/2021-12-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T19:00:00.0/2021-12-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T20:00:00.0/2021-12-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T21:00:00.0/2021-12-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T22:00:00.0/2021-12-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-15T23:00:00.0/2021-12-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T00:00:00.0/2021-12-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T01:00:00.0/2021-12-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T02:00:00.0/2021-12-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T03:00:00.0/2021-12-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T04:00:00.0/2021-12-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T05:00:00.0/2021-12-16T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T06:00:00.0/2021-12-16T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T07:00:00.0/2021-12-16T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T08:00:00.0/2021-12-16T09:00:00.0;7.0639;1.9978;0.3855;1.6123;11.4354;1.9978;0.3855;1.6123;11.4354;0.8500
2021-12-16T09:00:00.0/2021-12-16T10:00:00.0;105.4744;47.0037;25.3421;21.6616;308.7629;47.0037;25.3421;21.6616;308.7629;0.5917
2021-12-16T10:00:00.0/2021-12-16T11:00:00.0;200.7972;109.7542;74.8809;34.8733;520.0990;103.0550;62.3763;40.6787;436.2675;1.0000
2021-12-16T11:00:00.0/2021-12-16T12:00:00.0;251.0131;147.0847;108.2193;38.8654;605.5370;147.0847;108.2193;38.8654;605.5370;1.0000
2021-12-16T12:00:00.0/2021-12-16T13:00:00.0;252.6997;148.4646;109.0832;39.3814;606.3696;148.4646;109.0832;39.3814;606.3696;1.0000
2021-12-16T13:00:00.0/2021-12-16T14:00:00.0;205.7400;113.5100;77.1229;36.3871;523.1893;97.7620;44.6025;53.1595;287.6871;1.0000
2021-12-16T14:00:00.0/2021-12-16T15:00:00.0;113.3313;51.6585;27.6917;23.9668;317.9957;37.2902;1.3538;35.9363;12.5410;0.9083
2021-12-16T15:00:00.0/2021-12-16T16:00:00.0;10.4285;3.0946;0.6314;2.4632;18.3377;2.2245;0.0020;2.2225;0.0577;0.8000
2021-12-16T16:00:00.0/2021-12-16T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T17:00:00.0/2021-12-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T18:00:00.0/2021-12-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T19:00:00.0/2021-12-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T20:00:00.0/2021-12-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T21:00:00.0/2021-12-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T22:00:00.0/2021-12-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-16T23:00:00.0/2021-12-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T00:00:00.0/2021-12-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T01:00:00.0/2021-12-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T02:00:00.0/2021-12-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T03:00:00.0/2021-12-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T04:00:00.0/2021-12-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T05:00:00.0/2021-12-17T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T06:00:00.0/2021-12-17T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T07:00:00.0/2021-12-17T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T08:00:00.0/2021-12-17T09:00:00.0;6.4738;2.0017;0.5921;1.4096;16.0763;1.3244;0.0088;1.3156;0.2400;0.8500
2021-12-17T09:00:00.0/2021-12-17T10:00:00.0;103.6959;49.3754;29.4621;19.9133;370.9111;32.7985;0.6876;32.1108;7.7599;0.5917
2021-12-17T10:00:00.0/2021-12-17T11:00:00.0;199.3588;113.8313;80.3121;33.5192;562.9103;91.7913;33.2112;58.5801;236.3689;1.0000
2021-12-17T11:00:00.0/2021-12-17T12:00:00.0;249.9609;151.0945;111.4953;39.5991;626.7956;119.4695;52.0470;67.4225;291.5109;1.0000
2021-12-17T12:00:00.0/2021-12-17T13:00:00.0;252.0535;152.4677;112.3843;40.0834;626.5867;122.5036;54.8112;67.6924;307.8835;1.0000
2021-12-17T13:00:00.0/2021-12-17T14:00:00.0;205.4926;117.7121;82.8338;34.8783;563.6244;114.4101;75.1819;39.2282;502.5103;1.0000
2021-12-17T14:00:00.0/2021-12-17T15:00:00.0;113.4480;54.7122;32.7252;21.9870;382.1338;39.4677;2.6298;36.8379;23.9826;0.9083
2021-12-17T15:00:00.0/2021-12-17T16:00:00.0;10.5581;3.4098;1.0933;2.3165;30.8139;2.3380;0.0008;2.3372;0.0220;0.8000
2021-12-17T16:00:00.0/2021-12-17T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T17:00:00.0/2021-12-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T18:00:00.0/2021-12-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T19:00:00.0/2021-12-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T20:00:00.0/2021-12-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T21:00:00.0/2021-12-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T22:00:00.0/2021-12-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-17T23:00:00.0/2021-12-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T00:00:00.0/2021-12-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T01:00:00.0/2021-12-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T02:00:00.0/2021-12-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T03:00:00.0/2021-12-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T04:00:00.0/2021-12-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T05:00:00.0/2021-12-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T06:00:00.0/2021-12-18T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T07:00:00.0/2021-12-18T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T08:00:00.0/2021-12-18T09:00:00.0;5.9381;1.7140;0.3470;1.3670;9.0051;0.4245;0.0000;0.4245;0.0000;0.8583
2021-12-18T09:00:00.0/2021-12-18T10:00:00.0;102.0868;46.2719;24.4485;21.8234;307.3399;11.6569;0.0061;11.6507;0.0554;0.5917
2021-12-18T10:00:00.0/2021-12-18T11:00:00.0;198.0961;110.0239;72.7262;37.2977;512.2253;69.3580;3.6632;65.6948;24.7857;1.0000
2021-12-18T11:00:00.0/2021-12-18T12:00:00.0;249.0889;148.0737;104.7581;43.3156;590.9406;107.2512;28.1223;79.1289;156.5903;1.0000
2021-12-18T12:00:00.0/2021-12-18T13:00:00.0;251.5900;150.2906;107.2449;43.0456;599.1534;108.2093;29.8080;78.4013;164.3365;1.0000
2021-12-18T13:00:00.0/2021-12-18T14:00:00.0;205.4278;116.2132;79.2725;36.9406;539.6467;71.3394;1.6584;69.6810;11.2484;1.0000
2021-12-18T14:00:00.0/2021-12-18T15:00:00.0;113.7454;54.0869;31.2130;22.8738;363.1346;35.2891;0.1659;35.1231;1.5720;0.9083
2021-12-18T15:00:00.0/2021-12-18T16:00:00.0;10.7559;3.4202;1.0188;2.4014;30.0588;2.4609;0.0009;2.4600;0.0257;0.8000
2021-12-18T16:00:00.0/2021-12-18T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T17:00:00.0/2021-12-18T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T18:00:00.0/2021-12-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T19:00:00.0/2021-12-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T20:00:00.0/2021-12-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T21:00:00.0/2021-12-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T22:00:00.0/2021-12-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-18T23:00:00.0/2021-12-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T00:00:00.0/2021-12-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T01:00:00.0/2021-12-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T02:00:00.0/2021-12-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T03:00:00.0/2021-12-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T04:00:00.0/2021-12-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T05:00:00.0/2021-12-19T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T06:00:00.0/2021-12-19T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T07:00:00.0/2021-12-19T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T08:00:00.0/2021-12-19T09:00:00.0;5.4679;1.5758;0.2519;1.3239;7.0787;0.2000;0.0000;0.2000;0.0000;0.8667
2021-12-19T09:00:00.0/2021-12-19T10:00:00.0;100.6485;45.5207;22.5600;22.9607;284.9272;5.7722;0.0000;5.7722;0.0000;0.5917
2021-12-19T10:00:00.0/2021-12-19T11:00:00.0;197.0102;109.5340;69.5914;39.9426;492.6882;18.9302;0.0000;18.9302;0.0000;1.0000
2021-12-19T11:00:00.0/2021-12-19T12:00:00.0;248.3978;148.0031;101.0180;46.9850;571.5065;49.4716;0.0023;49.4693;0.0126;1.0000
2021-12-19T12:00:00.0/2021-12-19T13:00:00.0;251.3094;150.2837;102.9942;47.2896;576.0866;66.8284;0.0503;66.7781;0.2825;1.0000
2021-12-19T13:00:00.0/2021-12-19T14:00:00.0;205.5457;115.9001;74.8141;41.0860;508.6444;49.4494;0.0013;49.4481;0.0088;1.0000
2021-12-19T14:00:00.0/2021-12-19T15:00:00.0;114.2229;53.6847;27.9847;25.7000;321.2254;17.7307;0.0000;17.7307;0.0001;0.9083
2021-12-19T15:00:00.0/2021-12-19T16:00:00.0;11.0217;3.4495;0.7516;2.6979;21.8180;0.6641;0.0000;0.6641;0.0000;0.8000
2021-12-19T16:00:00.0/2021-12-19T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T17:00:00.0/2021-12-19T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T18:00:00.0/2021-12-19T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T19:00:00.0/2021-12-19T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T20:00:00.0/2021-12-19T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T21:00:00.0/2021-12-19T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T22:00:00.0/2021-12-19T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-19T23:00:00.0/2021-12-20T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T00:00:00.0/2021-12-20T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T01:00:00.0/2021-12-20T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T02:00:00.0/2021-12-20T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T03:00:00.0/2021-12-20T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T04:00:00.0/2021-12-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T05:00:00.0/2021-12-20T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T06:00:00.0/2021-12-20T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T07:00:00.0/2021-12-20T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T08:00:00.0/2021-12-20T09:00:00.0;5.0775;1.3728;0.0510;1.3218;1.2366;0.1788;0.0000;0.1788;0.0000;0.8667
2021-12-20T09:00:00.0/2021-12-20T10:00:00.0;99.3821;41.3323;12.5715;28.7608;152.1000;5.4290;0.0000;5.4290;0.0000;0.5917
2021-12-20T10:00:00.0/2021-12-20T11:00:00.0;196.1020;103.2411;49.3488;53.8923;349.5671;33.8100;0.0004;33.8096;0.0022;1.0000
2021-12-20T11:00:00.0/2021-12-20T12:00:00.0;247.8882;141.4169;76.9723;64.4446;436.2832;63.1909;0.0456;63.1453;0.2521;1.0000
2021-12-20T12:00:00.0/2021-12-20T13:00:00.0;251.2121;144.2580;80.2662;63.9919;449.2330;61.0263;0.0385;60.9878;0.2114;1.0000
2021-12-20T13:00:00.0/2021-12-20T14:00:00.0;205.8464;111.1629;57.6421;53.5208;390.8890;45.4253;0.0007;45.4247;0.0044;1.0000
2021-12-20T14:00:00.0/2021-12-20T15:00:00.0;114.8803;51.0103;19.6388;31.3716;220.1028;14.9671;0.0000;14.9671;0.0000;0.9083
2021-12-20T15:00:00.0/2021-12-20T16:00:00.0;11.3821;3.3521;0.3311;3.0210;9.1295;1.1153;0.0000;1.1153;0.0000;0.7917
2021-12-20T16:00:00.0/2021-12-20T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T17:00:00.0/2021-12-20T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T18:00:00.0/2021-12-20T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T19:00:00.0/2021-12-20T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T20:00:00.0/2021-12-20T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T21:00:00.0/2021-12-20T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T22:00:00.0/2021-12-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-20T23:00:00.0/2021-12-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T00:00:00.0/2021-12-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T01:00:00.0/2021-12-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T02:00:00.0/2021-12-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T03:00:00.0/2021-12-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T04:00:00.0/2021-12-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T05:00:00.0/2021-12-21T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T06:00:00.0/2021-12-21T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T07:00:00.0/2021-12-21T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2021-12-21T08:00:00.0/2021-12-21T09:00:00.0;4.7319;1.4344;0.3798;1.0546;9.7851;0.1827;0.0000;0.1827;0.0000;0.8750
2021-12-21T09:00:00.0/2021-12-21T10:00:00.0;98.2889;46.5728;27.0324;19.5404;355.2897;5.9717;0.0000;5.9717;0.0000;0.5917
2021-12-21T10:00:00.0/2021-12-21T11:00:00.0;195.3724;111.7819;77.5571;34.2248;554.6995;22.8164;0.0000;22.8164;0.0000;1.0000
2021-12-21T11:00:00.0/2021-12-21T12:00:00.0;247.5607;150.3194;109.3810;40.9384;621.2101;41.5132;0.0000;41.5132;0.0002;1.0000
2021-12-21T12:00:00.0/2021-12-21T13:00:00.0;251.2982;153.3898;112.3282;41.0615;628.6434;51.2808;0.0004;51.2804;0.0021;1.0000
2021-12-21T13:00:00.0/2021-12-21T14:00:00.0;206.3294;120.4156;85.5502;34.8654;580.7119;29.7098;0.0000;29.7098;0.0000;1.0000
2021-12-21T14:00:00.0/2021-12-21T15:00:00.0;115.7170;57.9153;36.1057;21.8097;417.9041;21.2316;0.0000;21.2316;0.0000;0.9083
2021-12-21T15:00:00.0/2021-12-21T16:00:00.0;11.8015;4.0849;1.5504;2.5345;44.2427;1.8382;0.0000;1.8382;0.0000;0.7917
